MB;MATERIAL;KGS_TENIDOS;KILOS_ACABADOS;VALOR_LOTE_KILO;AR;TAMANO_CLIENTE
2;HCCYPO;1;0.9;0.73;A;333.561
2;HCCYPO;1;0.9;1.52;A;320.164
2;HCCYPO;1;0.9;0.72;A;320.164
2;HCCYPO;1;0.9;0.74;A;320.164
2;HCCYPO;1;0.9;0.71;A;333.561
2;HCCYPO;1;0;0.83;R;320.164
2;HCCYPO;1;0;1.18;R;320.164
2;HCCYPO;1;0.9;0.76;A;333.561
2;HCCYPO;1;0;0.78;R;320.164
2;HCCYPO;1;0.9;0.82;A;333.561
2;HCCYPO;1;0.9;0.86;A;333.561
2;HCCYPO;1;0.9;0.67;A;320.164
2;HCCYPO;1;0;0.76;R;320.164
2;HCCYPO;1;0.9;0.69;A;333.561
2;HCCYPO;2;1.9;0.355;A;264.686
2;HCCYPO;1;0.8;2.34;A;320.164
2;HCCYPO;1;0;3.79;R;320.164
2;HCCYPO;1;0.9;2.79;A;320.164
2;HCCYPO;1;0.9;5.12;A;333.561
2;HCCYPO;1;0;1.02;R;320.164
2;HCCYPO;2;0;2.14;R;264.686
2;HCCYPO;1;0.9;1.9;A;320.164
2;HCCYPO;4;4;1.393;A;264.686
2;HCCYPO;6;6.1;1.482;A;264.686
2;HCCYPO;1;0.9;0.86;A;320.164
2;HCCYPO;1;0.9;1.21;A;23.748
2;HCCYPO;1;0.9;1.07;A;333.561
2;HCCYPO;1;0;1.22;R;333.561
2;HCCYPO;1;0.9;1.58;A;320.164
2;HCCYPO;1;0;1.58;R;320.164
2;HCCYPO;1;0.9;1.7;A;320.164
2;HCCYPO;1;0;2.22;R;333.561
2;HCCYPO;1;0;1.7;R;320.164
2;HCCYPO;1;0.9;2.22;A;320.164
2;HCCYPO;1;0.9;1.67;A;320.164
2;HCCYPO;1;0;1.6;R;320.164
2;HCCYPO;1;0.9;2.06;A;333.561
2;HCCYPO;1;0;0.57;R;940.959
2;HCCYPO;5;5;0.204;A;940.959
2;HCCYPO;1;0.9;0.57;A;940.959
2;HCCYPO;11;11.5;0.175;A;114.262
2;HCCYPO;26;27.1;0.114;A;0.431
2;HCCYPO;2;1.9;0.22;A;2.025
2;HCCYPO;7;7;0.15;A;940.959
2;HCCYPO;2;1.9;0.215;A;264.686
2;HCCYPO;2;2;0.2;A;264.686
2;HCCYPO;2;2;0.2;A;264.686
2;HCCYPO;2;1.9;0.225;A;264.686
2;HCCYPO;2;1.9;0.225;A;264.686
2;HCCYPO;2;2;0.225;A;264.686
2;HCCYPO;2;1.9;0.21;A;264.686
2;HCCYPO;6;0;0.162;R;114.262
2;HCCYPO;2;1.9;0.205;A;114.262
2;HCCYPO;1;0.9;0.36;A;940.959
2;HCCYPO;1;0.8;0.18;A;940.959
2;HCCYPO;3;3;0.16;A;2.025
2;HCCYPO;9;0;0.144;R;114.262
2;HCCYPO;2;1.9;0.27;A;264.686
2;HCCYPO;2;0;0.275;R;264.686
2;HCCYPO;3;2.9;0.29;A;114.262
2;HCCYPO;2;0;0.29;R;940.959
2;HCCYPO;11;12;0.245;A;114.262
2;HCCYPO;3;3;0.203;A;114.262
2;HCCYPO;6;6;0.253;A;114.262
2;HCCYPO;7;6.6;0.397;A;539.617
2;HCCYPO;2;1.9;0.7;A;264.686
2;HCCYPO;4;4;0.308;A;114.262
2;HCCYPO;2;2;0.215;A;264.686
2;HCCYPO;3;0;0.26;R;264.686
2;HCCYPO;2;1.9;0.23;A;264.686
2;HCCYPO;4;0;0.148;R;114.262
2;HCCYPO;1;1.8;1.66;A;940.959
2;HCCYPO;4;6.4;0.79;A;264.686
2;HCCYPO;1;1;1.66;A;940.959
2;HCCYPO;6;6.1;0.838;A;940.959
2;HCCYPO;8;8.1;0.879;A;940.959
2;HCCYPO;2;2;0.955;A;264.686
2;HCCYPO;3;3;0.823;A;940.959
2;HCCYPO;2;1.9;0.65;A;2.025
2;HCCYPO;7;7.1;0.819;A;114.262
2;HCCYPO;2;1.9;0.995;A;2.025
2;HCCYPO;2;1.9;0.795;A;264.686
2;HCCYPO;2;1.9;0.78;A;264.686
2;HCCYPO;4;4.1;0.495;A;940.959
2;HCCYPO;7;7.1;0.503;A;940.959
2;HCCYPO;10;0;0.741;R;114.262
2;HCCYPO;5;5.2;0.318;A;539.617
2;HCCYPO;3;3;1.03;A;940.959
2;HCCYPO;2;1.9;0.865;A;114.262
2;HCCYPO;10;0;0.772;R;114.262
2;HCCYPO;6;6.2;0.335;A;539.617
2;HCCYPO;3;0;0.243;R;303.188
2;HCCYPO;2;1.9;0.57;A;264.686
2;HCCYPO;2;1.9;0.5;A;940.959
2;HCCYPO;6;6.1;0.403;A;114.262
2;HCCYPO;2;2;0.325;A;264.686
2;HCCYPO;2;1.9;0.635;A;264.686
2;HCCYPO;24;24.5;0.258;A;940.959
2;HCCYPO;14;14.6;0.245;A;940.959
2;HCCYPO;1;0.9;0.57;A;940.959
2;HCCYPO;13;13.7;0.261;A;940.959
2;HCCYPO;19;19.6;0.189;A;940.959
2;HCCYPO;27;28;0.283;A;940.959
2;HCCYPO;22;22.6;0.279;A;940.959
2;HCCYPO;52;52;0.318;A;940.959
2;HCCYPO;6;6.1;0.193;A;940.959
2;HCCYPO;12;12.3;0.237;A;940.959
2;HCCYPO;21;21.6;0.29;A;940.959
2;HCCYPO;7;7.2;0.266;A;940.959
2;HCCYPO;8;8.3;0.27;A;940.959
2;HCCYPO;8;8.3;0.27;A;940.959
2;HCCYPO;7;7.2;0.266;A;940.959
2;HCCYPO;12;12.4;0.236;A;940.959
2;HCCYPO;28;28;0.274;A;940.959
2;HCCYPO;21;20.9;0.29;A;940.959
2;HCCYPO;55;56.7;0.303;A;940.959
2;HCCYPO;10;9.8;0.277;A;940.959
2;HCCYPO;4;4.1;0.235;A;940.959
2;HCCYPO;14;14.2;0.244;A;940.959
2;HCCYPO;5;5;0.082;A;940.959
2;HCCYPO;3;3.1;0.18;A;940.959
2;HCCYPO;84;87.7;0.201;A;940.959
2;HCCYPO;8;8;0.189;A;940.959
2;HCCYPO;9;9.2;0.171;A;940.959
2;HCCYPO;10;10.6;0.201;A;940.959
2;HCCYPO;16;16.6;0.206;A;940.959
2;HCCYPO;1;0.9;0.41;A;940.959
2;HCCYPO;66;69.3;0.359;A;0.359
2;HCCYPO;6;6.1;0.162;A;114.262
2;HCCYPO;2;2;0.18;A;114.262
2;HCCYPO;11;11.2;0.16;A;114.262
2;HCCYPO;6;6.2;0.162;A;114.262
2;HCCYPO;7;7.2;0.106;A;114.262
2;HCCYPO;51;53;0.155;A;114.262
2;HCCYPO;8;8.3;0.166;A;114.262
2;HCCYPO;9;9.3;0.147;A;114.262
2;HCCYPO;24;25;0.099;A;0.431
2;HCCYPO;25;26;0.119;A;0.431
2;HCCYPO;24;25;0.099;A;0.431
2;HCCYPO;3;3;0.217;A;940.959
2;HCCYPO;2;2;0.24;A;940.959
2;HCCYPO;25;26.1;0.241;A;264.686
2;HCCYPO;2;1.9;0.24;A;940.959
2;HCCYPO;2;2;0.24;A;940.959
2;HCCYPO;2;1.9;0.24;A;303.188
2;HCCYPO;3;3;0.217;A;303.188
2;HCCYPO;16;16.4;0.233;A;264.686
2;HCCYPO;6;6.1;0.22;A;940.959
2;HCCYPO;1;1;0.37;A;303.188
2;HCCYPO;15;15.5;0.191;A;940.959
2;HCCYPO;4;4.1;0.195;A;303.188
2;HCCYPO;1;0.9;0.34;A;940.959
2;HCCYPO;4;4;0.195;A;303.188
2;HCCYPO;3;3;0.2;A;940.959
2;HCCYPO;2;2;0.21;A;940.959
2;HCCYPO;2;2;0.21;A;940.959
2;HCCYPO;20;20.6;0.185;A;940.959
2;HCCYPO;2;1.9;0.19;A;940.959
2;HCCYPO;2;2;0.19;A;940.959
2;HCCYPO;4;4.1;0.225;A;19.581
2;HCCYPO;3;3;0.24;A;19.581
2;HCCYPO;2;2.1;0.28;A;19.581
2;HCCYPO;14;14.4;0.151;A;940.959
2;HCCYPO;2;1.9;0.195;A;940.959
2;HCCYPO;1;0.9;0.37;A;940.959
2;HCCYPO;10;0;0.204;R;940.959
2;HCCYPO;10;10.2;0.09;A;940.959
2;HCCYPO;13;13.6;0.194;A;940.959
2;HCCYPO;11;11;0.083;A;114.262
2;HCCYPO;5;0;0.162;R;264.686
2;HCCYPO;2;0;0.19;R;264.686
2;HCCYPO;7;0;0.137;R;114.262
2;HCCYPO;2;1.9;0.195;A;114.262
2;HCCYPO;6;6;0.182;A;264.686
2;HCCYPO;1;0.9;0.39;A;940.959
2;HCCYPO;1;0.9;0.39;A;940.959
2;HCCYPO;3;3;0.18;A;264.686
2;HCCYPO;10;10;0.173;A;264.686
2;HCCYPO;2;1.9;0.2;A;264.686
2;HCCYPO;2;2;0.2;A;264.686
2;HCCYPO;4;3.9;0.058;A;264.686
2;HCCYPO;2;1.9;0.2;A;264.686
2;HCCYPO;3;3;0.19;A;940.959
2;HCCYPO;2;1.9;0.225;A;940.959
2;HCCYPO;1;0;0.41;R;940.959
2;HCCYPO;5;5.1;0.11;A;264.686
2;HCCYPO;3;3.1;0.137;A;264.686
2;HCCYPO;9;9.2;0.121;A;940.959
2;HCCYPO;2;1.8;0.2;A;940.959
2;HCCYPO;2;1.9;0.21;A;114.262
2;HCCYPO;2;2;0.21;A;264.686
2;HCCYPO;5;4.9;0.158;A;940.959
2;HCCYPO;23;23.8;0.169;A;940.959
2;HCCYPO;3;3;0.157;A;940.959
2;HCCYPO;2;1.9;0.19;A;940.959
2;HCCYPO;3;0;0.08;R;114.262
2;HCCYPO;2;1.9;0.215;A;264.686
2;HCCYPO;3;3;0.18;A;264.686
2;HCCYPO;5;5;0.168;A;264.686
2;HCCYPO;2;1.9;0.195;A;303.188
2;HCCYPO;5;5.1;0.154;A;264.686
2;HCCYPO;2;1.9;0.225;A;264.686
2;HCCYPO;2;1.9;0.225;A;264.686
2;HCCYPO;2;2;0.225;A;264.686
2;HCCYPO;2;1.9;0.19;A;940.959
2;HCCYPO;3;3;0.163;A;264.686
2;HCCYPO;2;1.9;0.205;A;264.686
2;HCCYPO;1;0.9;0.35;A;940.959
2;HCCYPO;2;2;0.21;A;264.686
2;HCCYPO;2;2;0.21;A;264.686
2;HCCYPO;2;1.9;0.2;A;264.686
2;HCCYPO;11;11.3;0.052;A;264.686
2;HCCYPO;6;6.2;0.168;A;264.686
2;HCCYPO;2;2;0.195;A;264.686
2;HCCYPO;4;4.1;0.148;A;114.262
2;HCCYPO;2;2;0.21;A;264.686
2;HCCYPO;13;13.3;0.178;A;264.686
2;HCCYPO;2;1.9;0.21;A;264.686
2;HCCYPO;3;3.1;0.16;A;264.686
2;HCCYPO;4;4;0.16;A;940.959
2;HCCYPO;4;4;0.153;A;940.959
2;HCCYPO;9;0;0.163;R;940.959
2;HCCYPO;9;0;0.206;R;940.959
2;HCCYPO;9;0;0.163;R;940.959
2;HCCYPO;9;9.3;0.197;A;940.959
2;HCCYPO;11;11.4;0.172;A;940.959
2;HCCYPO;14;14.7;0.164;A;940.959
2;HCCYPO;2;1.9;0.195;A;264.686
2;HCCYPO;2;2;0.2;A;264.686
2;HCCYPO;2;1.9;0.2;A;264.686
2;HCCYPO;8;8.3;0.136;A;264.686
2;HCCYPO;1;0.9;0.37;A;940.959
2;HCCYPO;5;5.1;0.148;A;264.686
2;HCCYPO;2;1.9;0.205;A;264.686
2;HCCYPO;3;3;0.177;A;114.262
2;HCCYPO;7;6.9;0.11;A;940.959
2;HCCYPO;4;4.1;0.138;A;940.959
2;HCCYPO;6;6.1;0.158;A;940.959
2;HCCYPO;2;0;0.06;R;940.959
2;HCCYPO;10;0;0.161;R;940.959
2;HCCYPO;2;0;0.18;R;940.959
2;HCCYPO;1;0.9;0.37;A;940.959
2;HCCYPO;1;0.9;0.37;A;940.959
2;HCCYPO;1;0.9;0.37;A;940.959
2;HCCYPO;1;0.9;0.36;A;940.959
2;HCCYPO;1;0.9;0.37;A;940.959
2;HCCYPO;1;0;0.18;R;940.959
2;HCCYPO;3;0;0.08;R;940.959
2;HCCYPO;3;3;0.05;A;940.959
2;HCCYPO;1;0;0.32;R;940.959
2;HCCYPO;2;2;0.16;A;940.959
2;HCCYPO;2;2;0.185;A;264.686
2;HCCYPO;22;22.7;0.169;A;114.262
2;HCCYPO;6;6;0.155;A;303.188
2;HCCYPO;13;13.4;0.156;A;303.188
2;HCCYPO;8;8.1;0.164;A;303.188
2;HCCYPO;40;41.3;0.205;A;940.959
2;HCCYPO;1;0.9;0.35;A;940.959
2;HCCYPO;12;12.1;0.14;A;303.188
2;HCCYPO;9;9.2;0.144;A;303.188
2;HCCYPO;6;6.1;0.147;A;264.686
2;HCCYPO;17;17.6;0.293;A;940.959
2;HCCYPO;4;4;0.26;A;940.959
2;HCCYPO;11;11.5;0.315;A;264.686
2;HCCYPO;7;7;0.241;A;940.959
2;HCCYPO;1;0.9;0.42;A;940.959
2;HCCYPO;10;10;0.13;A;264.686
2;HCCYPO;2;1.9;0.27;A;264.686
2;HCCYPO;1;0.9;0.68;A;940.959
2;HCCYPO;1;0.9;0.7;A;940.959
2;HCCYPO;10;10.3;0.191;A;114.262
2;HCCYPO;3;3.1;0.233;A;264.686
2;HCCYPO;2;1.9;0.27;A;264.686
2;HCCYPO;5;5.1;0.238;A;264.686
2;HCCYPO;4;4;0.418;A;264.686
2;HCCYPO;3;3.1;0.263;A;940.959
2;HCCYPO;6;0;0.273;R;940.959
2;HCCYPO;2;1.9;0.255;A;114.262
2;HCCYPO;1;0.9;0.53;A;940.959
2;HCCYPO;17;17.6;0.238;A;940.959
2;HCCYPO;2;0;0.26;R;940.959
2;HCCYPO;16;16.7;0.37;A;940.959
2;HCCYPO;10;10.3;0.085;A;264.686
2;HCCYPO;3;3.2;0.17;A;264.686
2;HCCYPO;15;0;0.331;R;264.686
2;HCCYPO;18;18.4;0.461;A;940.959
2;HCCYPO;2;1.9;0.53;A;940.959
2;HCCYPO;11;11.3;0.607;A;940.959
2;HCCYPO;7;7.1;0.589;A;940.959
2;HCCYPO;3;3;0.22;A;264.686
2;HCCYPO;1;0.9;0.53;A;940.959
2;HCCYPO;2;2;0.345;A;940.959
2;HCCYPO;7;7;0.331;A;264.686
2;HCCYPO;7;7.1;0.2;A;114.262
2;HCCYPO;1;0;0.6;R;940.959
2;HCCYPO;1;0.9;0.25;A;940.959
2;HCCYPO;1;0.9;1;A;940.959
2;HCCYPO;1;0.9;0.81;A;940.959
2;HCCYPO;12;12.4;0.253;A;114.262
2;HCCYPO;3;3.1;0.33;A;264.686
2;HCCYPO;1;0;0.74;R;940.959
2;HCCYPO;1;0;0.75;R;940.959
2;HCCYPO;2;0;0.215;R;264.686
2;HCCYPO;11;11.6;0.181;A;264.686
2;HCCYPO;2;1.8;0.22;A;114.262
2;HCCYPO;6;0;0.202;R;940.959
2;HCCYPO;3;3;0.15;A;264.686
2;HCCYPO;2;2;0.2;A;940.959
2;HCCYPO;8;7.9;0.164;A;940.959
2;HCCYPO;5;5.1;0.18;A;940.959
2;HCCYPO;1;1;0.41;A;940.959
2;HCCYPO;16;0;0.202;R;264.686
2;HCCYPO;16;16.3;0.082;A;264.686
2;HCCYPO;3;0;0.18;R;264.686
2;HCCYPO;3;0;0.177;R;264.686
2;HCCYPO;1;0;1.27;R;19.581
2;HCCYPO;4;4;0.243;A;114.262
2;HCCYPO;2;0;0.35;R;114.262
2;HCCYPO;2;2;0.21;A;264.686
2;HCCYPO;7;7.1;0.161;A;264.686
2;HCCYPO;3;3;0.187;A;264.686
2;HCCYPO;2;1.9;0.21;A;264.686
2;HCCYPO;6;6;0.255;A;114.262
2;HCCYPO;8;8.1;0.216;A;264.686
2;HCCYPO;2;0;0.395;R;264.686
2;HCCYPO;22;0;0.376;R;264.686
2;HCCYPO;2;2;0.245;A;940.959
2;HCCYPO;3;0;0.26;R;940.959
2;HCCYPO;3;0;0.43;R;940.959
2;HCCYPO;9;9.3;0.426;A;940.959
2;HCCYPO;1;0;0.77;R;940.959
2;HCCYPO;5;5;0.2;A;114.262
2;HCCYPO;6;6.1;0.182;A;114.262
2;HCCYPO;5;5;0.224;A;114.262
2;HCCYPO;2;2;0.295;A;114.262
2;HCCYPO;4;4.1;0.26;A;114.262
2;HCCYPO;4;0;0.255;R;114.262
2;HCCYPO;6;6.2;0.315;A;114.262
2;HCCYPO;3;0;0.643;R;940.959
2;HCCYPO;5;5.1;0.23;A;264.686
2;HCCYPO;2;2;0.305;A;264.686
2;HCCYPO;2;2;0.305;A;264.686
2;HCCYPO;6;6.1;0.187;A;264.686
2;HCCYPO;2;1.9;0.29;A;940.959
2;HCCYPO;3;3.1;0.277;A;264.686
2;HCCYPO;2;3.8;0.315;A;264.686
2;HCCYPO;7;7.1;0.251;A;264.686
2;HCCYPO;2;0;0.27;R;264.686
2;HCCYPO;2;2;0.27;A;264.686
2;HCCYPO;7;7.1;0.19;A;264.686
2;HCCYPO;2;2.1;0.27;A;264.686
2;HCCYPO;3;3;0.22;A;264.686
2;HCCYPO;12;12.1;0.178;A;264.686
2;HCCYPO;8;8.3;0.2;A;264.686
2;HCCYPO;2;1.9;0.225;A;264.686
2;HCCYPO;5;5.2;0.188;A;264.686
2;HCCYPO;3;3.1;0.187;A;264.686
2;HCCYPO;2;1.9;0.245;A;264.686
2;HCCYPO;2;1.8;0.105;A;264.686
2;HCCYPO;2;1.9;0.23;A;264.686
2;HCCYPO;3;3.1;0.287;A;264.686
2;HCCYPO;4;4.1;0.265;A;264.686
2;HCCYPO;2;2;0.32;A;264.686
2;HCCYPO;4;4.1;0.278;A;264.686
2;HCCYPO;2;2;0.315;A;264.686
2;HCCYPO;4;0;0.198;R;940.959
2;HCCYPO;1;0;0.44;R;940.959
2;HCCYPO;1;0;0.44;R;940.959
2;HCCYPO;8;8.2;0.165;A;940.959
2;HCCYPO;3;3;0.21;A;940.959
2;HCCYPO;12;12.3;0.198;A;940.959
2;HCCYPO;10;10.3;0.224;A;940.959
2;HCCYPO;1;0;0.5;R;940.959
2;HCCYPO;3;3;0.723;A;264.686
2;HCCYPO;2;2;0.84;A;264.686
2;HCCYPO;2;1.9;0.84;A;264.686
2;HCCYPO;2;1.9;0.63;A;264.686
2;HCCYPO;38;38.8;0.921;A;940.959
2;HCCYPO;5;4.7;0.448;A;3662.597
2;HCCYPO;10;8.6;0.908;A;3662.597
2;HCCYPO;6;6.2;0.693;A;940.959
2;HCCYPO;7;0;0.776;R;3662.597
2;HCCYPO;3;3;0.833;A;940.959
2;HCCYPO;45;46.8;0.897;A;940.959
2;HCCYPO;7;7.2;0.779;A;940.959
2;HCCYPO;4;4.2;0.798;A;940.959
2;HCCYPO;39;40.3;0.902;A;940.959
2;HCCYPO;18;18.4;0.858;A;264.686
2;HCCYPO;51;52.4;1.03;A;940.959
2;HCCYPO;4;3.4;0.768;A;264.686
2;HCCYPO;9;9.2;0.822;A;940.959
2;HCCYPO;14;14.5;0.824;A;264.686
2;HCCYPO;9;8.3;1.429;A;3662.597
2;HCCYPO;16;15.7;0.931;A;264.686
2;HCCYPO;17;23.9;0.892;A;940.959
2;HCCYPO;7;7.1;0.779;A;940.959
2;HCCYPO;3;3.3;0.833;A;3662.597
2;HCCYPO;5;4.6;0.724;A;3662.597
2;HCCYPO;10;10.3;0.908;A;940.959
2;HCCYPO;25;25.8;0.976;A;940.959
2;HCCYPO;11;11.2;0.85;A;940.959
2;HCCYPO;9;0;0.652;R;3662.597
2;HCCYPO;7;6.6;0.779;A;264.686
2;HCCYPO;2;1.3;0.98;A;264.686
2;HCCYPO;3;2.5;0.863;A;264.686
2;HCCYPO;16;16.6;0.933;A;264.686
2;HCCYPO;2;1.9;0.98;A;940.959
2;HCCYPO;2;1.6;0.98;A;264.686
2;HCCYPO;18;18.5;0.852;A;940.959
2;HCCYPO;3;2.8;0.827;A;264.686
2;HCCYPO;3;2.7;0.827;A;264.686
2;HCCYPO;47;0;0.851;R;264.686
2;HCCYPO;49;0;0.839;R;940.959
2;HCCYPO;47;47.6;0.675;A;264.686
2;HCCYPO;43;45.1;0.597;A;940.959
2;HCCYPO;1;0.9;1.68;A;940.959
2;HCCYPO;9;8.8;0.814;A;264.686
2;HCCYPO;14;13.4;0.939;A;264.686
2;HCCYPO;2;1.3;0.97;A;264.686
2;HCCYPO;15;15.4;0.894;A;940.959
2;HCCYPO;6;5.8;0.853;A;264.686
2;HCCYPO;2;1.3;0.97;A;264.686
2;HCCYPO;12;11.2;0.917;A;264.686
2;HCCYPO;9;8.8;1.07;A;264.686
2;HCCYPO;4;4.1;0.758;A;264.686
2;HCCYPO;2;2;0.88;A;264.686
2;HCCYPO;1;0.9;1.32;A;3662.597
2;HCCYPO;1;0.9;1.32;A;3662.597
2;HCCYPO;3;2.9;0.683;A;3662.597
2;HCCYPO;7;7.1;0.64;A;3662.597
2;HCCYPO;5;4.7;0.668;A;3662.597
2;HCCYPO;7;7.2;0.703;A;264.686
2;HCCYPO;6;6.1;0.775;A;940.959
2;HCCYPO;69;71.5;0.903;A;940.959
2;HCCYPO;18;17.5;0.831;A;940.959
2;HCCYPO;45;47.4;0.704;A;940.959
2;HCCYPO;27;27.7;0.92;A;940.959
2;HCCYPO;8;8.2;0.753;A;114.262
2;HCCYPO;7;7.1;0.761;A;114.262
2;HCCYPO;1;1;1.51;A;114.262
2;HCCYPO;6;6.2;0.77;A;114.262
2;HCCYPO;2;2;0.985;A;114.262
2;HCCYPO;6;6.1;0.893;A;114.262
2;HCCYPO;15;15.4;0.836;A;114.262
2;HCCYPO;14;14.3;0.866;A;114.262
2;HCCYPO;7;7;0.666;A;114.262
2;HCCYPO;13;13.4;0.946;A;114.262
2;HCCYPO;15;15.4;0.817;A;114.262
2;HCCYPO;1;0.9;1.45;A;940.959
2;HCCYPO;4;4;0.873;A;264.686
2;HCCYPO;2;2;0.58;A;264.686
2;HCCYPO;3;3.1;0.67;A;264.686
2;HCCYPO;45;46.1;0.777;A;114.262
2;HCCYPO;4;4.1;0.81;A;19.581
2;HCCYPO;3;3;0.523;A;19.581
2;HCCYPO;2;0;0.98;R;19.581
2;HCCYPO;5;5.1;1.434;A;940.959
2;HCCYPO;2;1.9;0.72;A;940.959
2;HCCYPO;7;7;1.379;A;264.686
2;HCCYPO;2;1.9;1.35;A;940.959
2;HCCYPO;6;6.1;0.655;A;264.686
2;HCCYPO;5;5;0.684;A;114.262
2;HCCYPO;3;3.1;1.387;A;940.959
2;HCCYPO;3;3.1;1.397;A;940.959
2;HCCYPO;7;7.2;2.137;A;940.959
2;HCCYPO;15;14.6;1.005;A;940.959
2;HCCYPO;7;0;0.999;R;940.959
2;HCCYPO;3;3.2;1.4;A;940.959
2;HCCYPO;2;1.9;0.45;A;114.262
2;HCCYPO;4;0;0.568;R;114.262
2;HCCYPO;4;4.1;0.438;A;940.959
2;HCCYPO;1;0.9;1.19;A;940.959
2;HCCYPO;21;20.5;1;A;940.959
2;HCCYPO;4;0;0.54;R;940.959
2;HCCYPO;1;0;1.06;R;940.959
2;HCCYPO;6;5.1;0.788;A;264.686
2;HCCYPO;17;17.3;0.702;A;264.686
2;HCCYPO;17;17.4;2.059;A;940.959
2;HCCYPO;2;1.9;0.625;A;940.959
2;HCCYPO;13;13.6;0.5;A;940.959
2;HCCYPO;2;1.9;1.145;A;940.959
2;HCCYPO;5;5.1;0.618;A;264.686
2;HCCYPO;9;9.2;0.576;A;264.686
2;HCCYPO;4;4.1;0.653;A;264.686
2;HCCYPO;5;0;0.704;R;264.686
2;HCCYPO;3;3;0.7;A;264.686
2;HCCYPO;5;5.1;0.702;A;264.686
2;HCCYPO;10;10.4;0.754;A;264.686
2;HCCYPO;4;4.1;0.65;A;264.686
2;HCCYPO;2;2;0.805;A;264.686
2;HCCYPO;2;2;0.805;A;264.686
2;HCCYPO;2;2;0.805;A;264.686
2;HCCYPO;8;8.3;0.739;A;264.686
2;HCCYPO;4;0;0.698;R;264.686
2;HCCYPO;3;3;0.56;A;264.686
2;HCCYPO;4;4;0.458;A;264.686
2;HCCYPO;32;32.9;0.594;A;940.959
2;HCCYPO;6;6;0.448;A;940.959
2;HCCYPO;30;32;0.62;A;940.959
2;HCCYPO;5;0;0.464;R;940.959
2;HCCYPO;1;0.9;1.05;A;940.959
2;HCCYPO;23;23.7;0.564;A;940.959
2;HCCYPO;3;3.1;0.533;A;940.959
2;HCCYPO;5;0.3;0.464;R;940.959
2;HCCYPO;5;5.3;0.604;A;940.959
2;HCCYPO;6;6.2;0.568;A;940.959
2;HCCYPO;2;1.9;0.705;A;940.959
2;HCCYPO;2;2;0.705;A;940.959
2;HCCYPO;42;43.8;0.617;A;940.959
2;HCCYPO;1;0.9;1.22;A;940.959
2;HCCYPO;4;3.9;0.433;A;940.959
2;HCCYPO;12;11.9;0.643;A;940.959
2;HCCYPO;79;82.1;0.618;A;940.959
2;HCCYPO;9;9.3;0.658;A;940.959
2;HCCYPO;15;15.5;0.559;A;940.959
2;HCCYPO;7;7.2;0.557;A;940.959
2;HCCYPO;2;1.9;0.67;A;940.959
2;HCCYPO;2;1.9;0.49;A;940.959
2;HCCYPO;6;6;0.703;A;940.959
2;HCCYPO;8;8.3;0.883;A;940.959
2;HCCYPO;4;4.1;0.498;A;940.959
2;HCCYPO;19;19.4;0.514;A;940.959
2;HCCYPO;2;2;0.6;A;940.959
2;HCCYPO;1;0.9;0.95;A;940.959
2;HCCYPO;2;2;0.64;A;114.262
2;HCCYPO;3;3;0.723;A;114.262
2;HCCYPO;6;6.1;0.605;A;114.262
2;HCCYPO;2;2;0.385;A;940.959
2;HCCYPO;11;11.1;0.768;A;114.262
2;HCCYPO;11;11.4;0.867;A;114.262
2;HCCYPO;9;9.3;0.816;A;114.262
2;HCCYPO;1;0.9;0.91;A;940.959
2;HCCYPO;1;0.9;0.9;A;940.959
2;HCCYPO;4;4.1;0.7;A;114.262
2;HCCYPO;30;31;0.765;A;114.262
2;HCCYPO;1;0.9;0.76;A;940.959
2;HCCYPO;2;2;0.47;A;940.959
2;HCCYPO;5;-0.1;0.412;R;940.959
2;HCCYPO;5;5;0.414;A;940.959
2;HCCYPO;3;3.1;0.41;A;940.959
2;HCCYPO;1;0.9;0.79;A;940.959
2;HCCYPO;5;5.1;0.71;A;940.959
2;HCCYPO;10;0;0.629;R;114.262
2;HCCYPO;3;2.9;0.507;A;940.959
2;HCCYPO;13;13.4;0.545;A;940.959
2;HCCYPO;3;3.1;0.34;A;114.262
2;HCCYPO;9;0;0.674;R;264.686
2;HCCYPO;2;2;0.78;A;940.959
2;HCCYPO;3;3;1.27;A;940.959
2;HCCYPO;12;12.3;0.346;A;940.959
2;HCCYPO;9;9.4;1.229;A;940.959
2;HCCYPO;1;0.9;1.88;A;940.959
2;HCCYPO;2;2;0.92;A;940.959
2;HCCYPO;1;0.9;1.19;A;940.959
2;HCCYPO;4;3.9;0.908;A;264.686
2;HCCYPO;2;2;0.355;A;114.262
2;HCCYPO;8;8.2;0.659;A;940.959
2;HCCYPO;7;7.2;0.569;A;940.959
2;HCCYPO;3;3;0.277;A;264.686
2;HCCYPO;1;0;0.97;R;940.959
2;HCCYPO;7;0;0.633;R;940.959
2;HCCYPO;7;0;0.617;R;940.959
2;HCCYPO;10;10.4;0.776;A;940.959
2;HCCYPO;3;0;0.683;R;940.959
2;HCCYPO;3;3;0.613;A;940.959
2;HCCYPO;2;1.9;0.92;A;264.686
2;HCCYPO;2;1.9;0.955;A;264.686
2;HCCYPO;2;3.9;0.955;A;264.686
2;HCCYPO;5;5;1.054;A;940.959
2;HCCYPO;3;3.1;0.333;A;940.959
2;HCCYPO;5;0;0.532;R;940.959
2;HCCYPO;2;1.9;0.765;A;2.485
2;HCCYPO;2;1.9;0.865;A;264.686
