id;age;workclass;fnlwgt;education;education-num;marital-status;occupation;relationship;race;sex;capital-gain;capital-loss;hours-per-week;native-country
709;47; Self-emp-not-inc;106252; Bachelors;13; Divorced; Sales; Not-in-family; White; Female;0;0;50; United-States
710;32; Private;188557; HS-grad;9; Never-married; Machine-op-inspct; Not-in-family; White; Male;0;0;40; United-States
711;26; Private;171114; Some-college;10; Never-married; Farming-fishing; Not-in-family; White; Female;0;0;38; United-States
712;37; Private;327323; 5th-6th;3; Separated; Farming-fishing; Not-in-family; White; Male;0;0;32; Guatemala
713;31; Private;244147; HS-grad;9; Divorced; Craft-repair; Unmarried; White; Male;0;0;55; United-States
714;37; Private;280282; Assoc-voc;11; Married-civ-spouse; Tech-support; Wife; White; Female;0;0;24; United-States
715;55; Private;116442; HS-grad;9; Never-married; Sales; Not-in-family; White; Male;0;0;38; United-States
716;23; Local-gov;282579; Assoc-voc;11; Divorced; Tech-support; Not-in-family; White; Male;0;0;56; United-States
717;36; Private;51838; Some-college;10; Divorced; Adm-clerical; Unmarried; White; Female;0;0;40; United-States
718;43; Private;226902; Bachelors;13; Married-civ-spouse; Sales; Husband; White; Male;0;0;50; United-States
719;54; Private;279129; Some-college;10; Never-married; Tech-support; Not-in-family; White; Male;0;0;40; United-States
720;28; Private;196690; Assoc-voc;11; Never-married; Machine-op-inspct; Not-in-family; White; Female;0;1669;42; United-States
721;40; Private;130760; Assoc-voc;11; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;50; United-States
722;41; Self-emp-not-inc;49572; Some-college;10; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;60; United-States
723;40; Private;237601; Bachelors;13; Never-married; Sales; Not-in-family; Other; Female;0;0;55; United-States
724;42; Private;169628; Some-college;10; Divorced; Adm-clerical; Not-in-family; Black; Female;0;0;38; United-States
725;61; Self-emp-not-inc;36671; HS-grad;9; Married-civ-spouse; Farming-fishing; Husband; White; Male;0;2352;50; United-States
726;18; Private;231193; 12th;8; Never-married; Machine-op-inspct; Own-child; White; Male;0;0;30; United-States
727;48; Private;102102; Assoc-voc;11; Married-civ-spouse; Tech-support; Husband; White; Male;0;0;50; United-States
728;41; Self-emp-inc;32185; Bachelors;13; Married-civ-spouse; Tech-support; Husband; White; Male;0;0;40; United-States
729;23; Private;211046; HS-grad;9; Never-married; Sales; Not-in-family; White; Female;2463;0;40; United-States
730;60; Private;31577; HS-grad;9; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;60; United-States
731;22; Private;162343; Some-college;10; Never-married; Other-service; Other-relative; Black; Male;0;0;20; United-States
732;61; Private;128831; HS-grad;9; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;0;40; United-States
733;25; Private;316688; HS-grad;9; Never-married; Machine-op-inspct; Not-in-family; Black; Male;0;0;40; United-States
734;46; Private;90758; Masters;14; Never-married; Tech-support; Not-in-family; White; Male;0;0;35; United-States
735;43; Private;274363; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;1902;40; England
736;43; Private;154538; Assoc-acdm;12; Divorced; Craft-repair; Not-in-family; White; Male;0;0;40; United-States
737;24; Private;106085; HS-grad;9; Never-married; Other-service; Own-child; Black; Male;0;1721;30; United-States
738;68; Self-emp-not-inc;315859; 11th;7; Never-married; Farming-fishing; Unmarried; White; Male;0;0;20; United-States
739;31; Private;51471; HS-grad;9; Divorced; Adm-clerical; Unmarried; White; Female;0;0;38; United-States
740;17; Private;193830; 11th;7; Never-married; Sales; Own-child; White; Female;0;0;20; United-States
741;32; Private;231043; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;5178;0;48; United-States
742;33; Private;169879; Bachelors;13; Married-civ-spouse; Prof-specialty; Husband; White; Male;3103;0;47; United-States
743;64; Private;270333; Bachelors;13; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;40; United-States
744;20; Private;138768; HS-grad;9; Never-married; Transport-moving; Own-child; White; Male;0;0;30; United-States
745;30; Private;191571; HS-grad;9; Separated; Other-service; Own-child; White; Female;0;0;36; United-States
746;43; Private;94113; Some-college;10; Divorced; Exec-managerial; Not-in-family; White; Male;0;0;45; United-States
747;22; Private;137510; Some-college;10; Never-married; Adm-clerical; Own-child; White; Male;0;0;40; United-States
748;17; Private;32607; 10th;6; Never-married; Farming-fishing; Own-child; White; Male;0;0;20; United-States
749;47; Self-emp-not-inc;93208; HS-grad;9; Married-civ-spouse; Other-service; Wife; White; Female;0;0;75; Italy
750;41; Private;254440; Assoc-voc;11; Never-married; Prof-specialty; Not-in-family; White; Female;0;0;60; United-States
751;56; Private;186556; Some-college;10; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;50; United-States
752;64; Private;169871; HS-grad;9; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;45; United-States
753;47; Private;191277; HS-grad;9; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;50; United-States
754;48; Private;167159; Assoc-voc;11; Never-married; Adm-clerical; Unmarried; White; Male;0;0;40; United-States
755;31; Private;171871; Masters;14; Never-married; Prof-specialty; Not-in-family; White; Female;0;0;46; United-States
756;29; Private;154411; Assoc-voc;11; Never-married; Tech-support; Own-child; White; Male;0;0;40; United-States
757;30; Private;129227; HS-grad;9; Widowed; Adm-clerical; Not-in-family; White; Female;0;0;40; United-States
758;32; Private;110331; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;1672;60; United-States
759;57; Private;34269; HS-grad;9; Widowed; Transport-moving; Unmarried; White; Male;0;653;42; United-States
760;62; Private;174355; HS-grad;9; Widowed; Other-service; Not-in-family; White; Female;0;0;40; United-States
761;39; Private;680390; HS-grad;9; Separated; Machine-op-inspct; Unmarried; White; Female;0;0;24; United-States
762;43; Private;233130; Some-college;10; Never-married; Adm-clerical; Not-in-family; White; Male;0;0;25; United-States
763;24; Self-emp-inc;165474; Bachelors;13; Never-married; Sales; Own-child; White; Male;0;0;40; United-States
764;53; Private;194259; Some-college;10; Married-civ-spouse; Adm-clerical; Wife; White; Female;4386;0;40; United-States
765;26; Private;280093; Some-college;10; Never-married; Handlers-cleaners; Own-child; White; Male;0;0;40; United-States
766;73; Self-emp-not-inc;177387; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;40; United-States
767;55; Private;105304; HS-grad;9; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;0;40; United-States
768;25; Private;499233; HS-grad;9; Divorced; Adm-clerical; Not-in-family; White; Male;0;0;40; United-States
769;41; Private;180572; Bachelors;13; Divorced; Prof-specialty; Not-in-family; White; Female;0;0;50; United-States
770;24; Private;321435; Bachelors;13; Never-married; Exec-managerial; Not-in-family; White; Male;0;0;50; United-States
771;63; Private;86108; HS-grad;9; Widowed; Farming-fishing; Not-in-family; White; Male;0;0;6; United-States
772;17; Private;198124; 11th;7; Never-married; Sales; Own-child; White; Male;0;0;20; United-States
773;35; Private;135162; Some-college;10; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;50; United-States
774;51; Private;146813; Some-college;10; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;40; United-States
775;62; Local-gov;291175; Bachelors;13; Widowed; Prof-specialty; Not-in-family; White; Female;0;0;48; United-States
776;55; Private;387569; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;4386;0;40; United-States
777;43; Private;102895; Some-college;10; Divorced; Prof-specialty; Not-in-family; White; Male;0;0;40; United-States
778;40; Local-gov;33274; HS-grad;9; Divorced; Other-service; Not-in-family; White; Female;0;0;50; United-States
779;37; Private;86551; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;45; United-States
780;39; Private;138192; Bachelors;13; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
781;31; Private;118966; HS-grad;9; Never-married; Craft-repair; Own-child; White; Male;0;0;18; United-States
782;61; Private;99784; Masters;14; Widowed; Prof-specialty; Not-in-family; White; Female;0;0;40; United-States
783;26; Private;90980; Assoc-voc;11; Divorced; Adm-clerical; Not-in-family; White; Female;0;0;55; United-States
784;46; Self-emp-not-inc;177407; HS-grad;9; Married-civ-spouse; Sales; Husband; White; Male;0;0;50; United-States
785;26; Private;96467; Bachelors;13; Never-married; Prof-specialty; Not-in-family; White; Female;0;0;40; United-States
786;48; State-gov;327886; Doctorate;16; Divorced; Prof-specialty; Own-child; White; Male;0;0;50; United-States
787;34; Private;111567; HS-grad;9; Never-married; Transport-moving; Own-child; White; Male;0;0;40; United-States
788;34; Local-gov;166545; HS-grad;9; Never-married; Adm-clerical; Own-child; White; Female;0;0;40; United-States
789;59; Private;142182; HS-grad;9; Married-civ-spouse; Other-service; Husband; White; Male;0;0;40; United-States
790;34; Private;188798; Bachelors;13; Never-married; Prof-specialty; Own-child; White; Female;0;0;40; United-States
791;49; Private;38563; Bachelors;13; Never-married; Exec-managerial; Not-in-family; White; Female;0;0;56; United-States
792;18; Private;216284; 11th;7; Never-married; Adm-clerical; Own-child; White; Female;0;0;20; United-States
793;43; Private;191547; HS-grad;9; Married-civ-spouse; Farming-fishing; Husband; White; Male;0;0;40; Mexico
794;48; Private;285335; 11th;7; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;50; United-States
795;28; Self-emp-inc;142712; Some-college;10; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;70; United-States
796;33; Private;80945; HS-grad;9; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;0;40; United-States
797;24; Private;309055; Some-college;10; Never-married; Sales; Not-in-family; White; Female;0;0;15; United-States
798;21; Private;62339; 10th;6; Never-married; Handlers-cleaners; Not-in-family; White; Male;0;0;40; United-States
799;17; Private;368700; 11th;7; Never-married; Sales; Own-child; White; Male;0;0;28; United-States
800;39; Private;176186; Some-college;10; Married-civ-spouse; Farming-fishing; Husband; White; Male;0;0;50; United-States
801;29; Self-emp-not-inc;266855; Bachelors;13; Separated; Prof-specialty; Own-child; White; Male;0;0;40; United-States
802;44; Private;48087; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;40; United-States
803;24; Private;121313; Some-college;10; Never-married; Transport-moving; Own-child; White; Male;0;0;50; United-States
804;71; Self-emp-not-inc;143437; Masters;14; Married-civ-spouse; Sales; Husband; White; Male;10605;0;40; United-States
805;51; Self-emp-not-inc;160724; Bachelors;13; Married-civ-spouse; Sales; Husband; Asian-Pac-Islander; Male;0;2415;40; China
806;55; Private;282753; 5th-6th;3; Divorced; Other-service; Unmarried; Black; Male;0;0;25; United-States
807;41; Private;194636; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;60; United-States
808;23; Private;153044; HS-grad;9; Never-married; Handlers-cleaners; Unmarried; Black; Female;0;0;7; United-States
809;38; Private;411797; Assoc-voc;11; Divorced; Adm-clerical; Unmarried; White; Female;0;0;40; United-States
810;39; Private;117683; HS-grad;9; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;40; United-States
811;19; Private;376540; HS-grad;9; Never-married; Adm-clerical; Not-in-family; White; Female;0;0;30; United-States
812;49; Private;72393; 9th;5; Divorced; Machine-op-inspct; Not-in-family; White; Female;0;0;40; United-States
813;32; Private;270335; Bachelors;13; Married-civ-spouse; Adm-clerical; Other-relative; White; Male;0;0;40; Philippines
814;27; Private;96226; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;70; United-States
815;38; Private;95336; Bachelors;13; Married-civ-spouse; Sales; Husband; White; Male;0;0;50; United-States
816;33; Private;258498; Some-college;10; Married-civ-spouse; Craft-repair; Wife; White; Female;0;0;60; United-States
817;23; Private;205865; Bachelors;13; Never-married; Exec-managerial; Own-child; White; Male;0;0;28; United-States
818;54; Self-emp-not-inc;406468; HS-grad;9; Married-civ-spouse; Sales; Husband; Black; Male;0;0;40; United-States
819;29; ;177119; Assoc-voc;11; Divorced; Tech-support; Not-in-family; White; Female;2174;0;45; United-States
820;35; Self-emp-not-inc;372525; Bachelors;13; Never-married; Exec-managerial; Not-in-family; White; Male;0;0;40; United-States
821;28; Private;164170; Assoc-voc;11; Married-civ-spouse; Adm-clerical; Wife; Asian-Pac-Islander; Female;0;0;40; India
822;37; Private;183800; Bachelors;13; Married-civ-spouse; Prof-specialty; Husband; White; Male;7688;0;50; United-States
823;42; Self-emp-not-inc;177307; Prof-school;15; Married-civ-spouse; Farming-fishing; Husband; White; Male;0;0;65; United-States
824;40; Private;170108; Masters;14; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;40; United-States
825;47; Private;341995; Some-college;10; Divorced; Sales; Own-child; White; Male;0;0;55; United-States
826;22; Private;226508; Bachelors;13; Never-married; Exec-managerial; Own-child; White; Female;0;0;50; United-States
827;30; Private;87418; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;45; United-States
828;28; Private;109165; HS-grad;9; Married-civ-spouse; Tech-support; Husband; White; Male;0;0;40; United-States
829;63; Local-gov;28856; 7th-8th;4; Married-civ-spouse; Other-service; Husband; White; Male;0;0;55; United-States
830;51; Self-emp-not-inc;175897; 9th;5; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;20; United-States
831;22; Private;99697; HS-grad;9; Never-married; Handlers-cleaners; Own-child; White; Female;0;0;40; United-States
832;35; Private;152375; HS-grad;9; Never-married; Sales; Not-in-family; White; Male;0;0;45; United-States
833;46; Private;171550; HS-grad;9; Divorced; Machine-op-inspct; Not-in-family; White; Female;0;0;38; United-States
834;37; Private;211154; Some-college;10; Divorced; Machine-op-inspct; Not-in-family; White; Male;0;0;52; United-States
835;24; Private;202570; Bachelors;13; Never-married; Prof-specialty; Own-child; Black; Male;0;0;15; United-States
836;37; Self-emp-not-inc;168496; HS-grad;9; Divorced; Handlers-cleaners; Own-child; White; Male;0;0;10; United-States
837;53; Private;68898; Some-college;10; Married-civ-spouse; Tech-support; Husband; White; Male;0;0;40; United-States
838;27; Private;93235; HS-grad;9; Never-married; Sales; Not-in-family; White; Male;0;0;30; United-States
839;38; Private;278924; Some-college;10; Divorced; Craft-repair; Not-in-family; White; Male;0;0;44; United-States
840;53; Self-emp-not-inc;311020; 10th;6; Married-civ-spouse; Farming-fishing; Husband; White; Male;0;0;60; United-States
841;34; Private;175878; Some-college;10; Never-married; Craft-repair; Not-in-family; White; Male;0;0;40; United-States
842;23; Private;543028; HS-grad;9; Never-married; Sales; Own-child; Black; Male;0;0;40; United-States
843;39; Private;202027; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; White; Male;15024;0;45; United-States
844;43; Private;158926; Masters;14; Married-civ-spouse; Prof-specialty; Wife; Asian-Pac-Islander; Female;0;0;50; South
845;67; Self-emp-inc;76860; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; Asian-Pac-Islander; Male;0;0;40; United-States
846;81; Self-emp-not-inc;136063; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;30; United-States
847;21; Private;186648; Some-college;10; Never-married; Other-service; Own-child; White; Male;0;0;20; United-States
848;23; Private;257509; Some-college;10; Never-married; Sales; Not-in-family; White; Male;0;0;25; United-States
849;25; Private;98155; Some-college;10; Never-married; Transport-moving; Unmarried; White; Male;0;0;40; United-States
850;42; Private;274198; 5th-6th;3; Married-civ-spouse; Machine-op-inspct; Wife; White; Female;0;0;38; Mexico
851;38; Private;97083; Some-college;10; Married-civ-spouse; Adm-clerical; Wife; Black; Female;0;0;40; United-States
852;32; Private;262153; HS-grad;9; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;0;40; United-States
853;37; Private;214738; HS-grad;9; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;0;40; United-States
854;51; Private;138022; Masters;14; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;60; United-States
855;22; Private;91842; Some-college;10; Never-married; Sales; Not-in-family; White; Female;0;0;42; United-States
856;33; Private;373662; 1st-4th;2; Married-spouse-absent; Priv-house-serv; Not-in-family; White; Female;0;0;40; Guatemala
857;42; Private;162003; HS-grad;9; Divorced; Machine-op-inspct; Not-in-family; White; Male;0;0;55; United-States
858;51; Local-gov;241843; Preschool;1; Married-civ-spouse; Other-service; Husband; White; Male;0;0;40; United-States
859;23; Private;375871; HS-grad;9; Married-civ-spouse; Adm-clerical; Wife; White; Female;0;0;40; Mexico
860;37; Private;186934; 11th;7; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;3103;0;44; United-States
861;37; Private;176900; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;99; United-States
862;47; Private;21906; Masters;14; Never-married; Prof-specialty; Not-in-family; White; Female;0;0;25; United-States
863;41; Private;132222; Prof-school;15; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;2415;40; United-States
864;33; Private;143653; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;30; United-States
865;31; Private;111567; Bachelors;13; Never-married; Sales; Not-in-family; White; Male;0;0;40; United-States
866;31; Private;78602; Assoc-acdm;12; Divorced; Other-service; Unmarried; Amer-Indian-Eskimo; Female;0;0;40; United-States
867;35; Private;465507; HS-grad;9; Married-civ-spouse; Machine-op-inspct; Husband; Black; Male;0;0;40; United-States
868;38; Self-emp-inc;196373; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;40; United-States
869;18; Private;293227; HS-grad;9; Never-married; Other-service; Not-in-family; White; Female;0;0;45; United-States
870;20; Private;241752; HS-grad;9; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;0;40; United-States
871;54; Local-gov;166398; Some-college;10; Divorced; Exec-managerial; Unmarried; Black; Female;0;0;35; United-States
872;40; Private;184682; Some-college;10; Divorced; Adm-clerical; Unmarried; White; Female;0;0;40; United-States
873;36; Self-emp-inc;108293; Bachelors;13; Married-civ-spouse; Exec-managerial; Wife; White; Female;0;1977;45; United-States
874;43; Private;250802; Some-college;10; Divorced; Craft-repair; Unmarried; White; Male;0;0;35; United-States
875;44; Self-emp-not-inc;325159; Some-college;10; Divorced; Farming-fishing; Unmarried; White; Male;0;0;40; United-States
876;44; State-gov;174675; HS-grad;9; Married-civ-spouse; Prof-specialty; Wife; White; Female;0;0;40; United-States
877;43; Private;227065; Masters;14; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;43; United-States
878;51; Private;269080; 7th-8th;4; Widowed; Other-service; Unmarried; Black; Female;0;0;40; United-States
879;18; Private;177722; HS-grad;9; Never-married; Other-service; Own-child; White; Female;0;0;20; United-States
880;51; Private;133461; Some-college;10; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;40; United-States
881;44; Self-emp-inc;398473; Some-college;10; Married-civ-spouse; Sales; Husband; White; Male;0;0;70; United-States
882;33; Local-gov;298785; 10th;6; Divorced; Transport-moving; Not-in-family; White; Male;0;0;40; United-States
883;33; Self-emp-not-inc;123424; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;40; United-States
884;42; Private;176286; Assoc-acdm;12; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;40; United-States
885;25; Private;150062; Some-college;10; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;45; United-States
886;32; Private;169240; HS-grad;9; Divorced; Machine-op-inspct; Not-in-family; White; Female;0;0;38; United-States
887;32; Private;288273; Bachelors;13; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;70; Mexico
888;36; Private;526968; 10th;6; Divorced; Exec-managerial; Unmarried; White; Female;0;0;40; United-States
889;28; Private;57066; HS-grad;9; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;40; United-States
890;20; Private;323573; HS-grad;9; Never-married; Other-service; Own-child; White; Female;0;0;20; United-States
891;35; Self-emp-inc;368825; Some-college;10; Married-civ-spouse; Sales; Husband; White; Male;0;0;60; United-States
892;55; Self-emp-not-inc;189721; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;20; United-States
893;48; Private;164966; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; Asian-Pac-Islander; Male;0;0;40; India
894;34; Private;202046; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;35; United-States
895;28; Private;161538; Bachelors;13; Never-married; Tech-support; Not-in-family; White; Female;0;0;35; United-States
896;67; Private;105252; Bachelors;13; Widowed; Exec-managerial; Not-in-family; White; Male;0;2392;40; United-States
897;37; Private;200153; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
898;44; Private;32185; HS-grad;9; Never-married; Transport-moving; Unmarried; White; Male;0;0;70; United-States
899;25; Private;178326; Some-college;10; Never-married; Sales; Not-in-family; White; Female;0;0;40; United-States
900;21; Private;255957; Some-college;10; Never-married; Exec-managerial; Not-in-family; White; Female;4101;0;40; United-States
901;40; State-gov;188693; Masters;14; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;35; United-States
902;78; Private;182977; HS-grad;9; Widowed; Other-service; Not-in-family; Black; Female;2964;0;40; United-States
903;34; Private;159929; HS-grad;9; Divorced; Handlers-cleaners; Own-child; White; Male;0;0;40; United-States
904;49; Private;123207; HS-grad;9; Never-married; Adm-clerical; Not-in-family; White; Female;0;0;44; United-States
905;22; Private;284317; Assoc-acdm;12; Never-married; Adm-clerical; Not-in-family; White; Female;0;0;40; United-States
906;60; Self-emp-not-inc;154474; HS-grad;9; Never-married; Farming-fishing; Unmarried; White; Male;0;0;42; United-States
907;45; Local-gov;318280; HS-grad;9; Widowed; Protective-serv; Not-in-family; White; Male;0;0;40; United-States
908;63; Private;254907; Assoc-voc;11; Divorced; Other-service; Not-in-family; White; Female;0;0;20; United-States
909;41; Private;349221; HS-grad;9; Never-married; Craft-repair; Own-child; Black; Female;0;0;35; United-States
910;47; Private;335973; HS-grad;9; Divorced; Adm-clerical; Unmarried; White; Female;0;0;40; United-States
911;44; Private;126701; HS-grad;9; Divorced; Craft-repair; Unmarried; White; Male;0;0;40; United-States
912;51; Private;122159; Some-college;10; Widowed; Prof-specialty; Not-in-family; White; Female;3325;0;40; United-States
913;46; Private;187370; Bachelors;13; Never-married; Sales; Not-in-family; White; Male;0;1504;40; United-States
914;41; Private;194636; Assoc-voc;11; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;0;40; United-States
915;50; Self-emp-not-inc;124793; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;30; United-States
916;47; Private;192835; HS-grad;9; Married-civ-spouse; Adm-clerical; Husband; White; Male;0;0;50; United-States
917;35; Private;290226; HS-grad;9; Never-married; Exec-managerial; Not-in-family; White; Male;0;0;45; United-States
918;56; Private;112840; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;55; United-States
919;45; Private;89325; Masters;14; Divorced; Prof-specialty; Not-in-family; White; Male;0;0;45; United-States
920;48; Federal-gov;33109; Bachelors;13; Divorced; Exec-managerial; Unmarried; White; Male;0;0;58; United-States
921;40; Private;82465; Some-college;10; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;2580;0;40; United-States
922;39; Self-emp-inc;329980; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; White; Male;15024;0;50; United-States
923;20; Private;148294; Some-college;10; Never-married; Other-service; Own-child; White; Male;0;0;40; United-States
924;50; Private;168212; Doctorate;16; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;1902;65; United-States
925;38; State-gov;343642; HS-grad;9; Married-civ-spouse; Prof-specialty; Wife; White; Female;0;0;40; United-States
926;23; Local-gov;115244; Bachelors;13; Never-married; Prof-specialty; Own-child; White; Female;0;0;60; United-States
927;31; Private;162572; HS-grad;9; Never-married; Other-service; Own-child; White; Male;0;0;16; United-States
928;58; Private;356067; Bachelors;13; Married-civ-spouse; Adm-clerical; Husband; White; Male;0;0;40; United-States
929;66; Private;271567; HS-grad;9; Separated; Machine-op-inspct; Not-in-family; Black; Male;0;0;40; United-States
930;39; Self-emp-inc;180804; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;40; United-States
931;54; Self-emp-not-inc;123011; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;15024;0;52; United-States
932;26; Private;109186; Some-college;10; Married-civ-spouse; Sales; Husband; White; Male;0;0;50; Germany
933;51; Private;220537; HS-grad;9; Divorced; Machine-op-inspct; Not-in-family; White; Female;0;0;40; United-States
934;34; Private;124827; Assoc-voc;11; Never-married; Transport-moving; Own-child; White; Male;0;0;40; United-States
935;50; Private;767403; HS-grad;9; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;3103;0;40; United-States
936;42; Private;118494; Some-college;10; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;44; United-States
937;38; Private;173208; Masters;14; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;25; United-States
938;48; Private;107373; 7th-8th;4; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;0;0;40; United-States
939;33; Private;26973; Assoc-voc;11; Married-civ-spouse; Tech-support; Wife; White; Female;0;0;40; United-States
940;51; Private;191965; HS-grad;9; Widowed; Other-service; Unmarried; White; Female;0;0;32; United-States
941;22; Private;122346; HS-grad;9; Divorced; Craft-repair; Not-in-family; White; Male;0;0;40; United-States
942;41; Private;198316; Some-college;10; Never-married; Craft-repair; Not-in-family; White; Male;0;0;50; Japan
943;48; Local-gov;123075; Masters;14; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;35; United-States
944;42; Private;209370; HS-grad;9; Separated; Sales; Not-in-family; White; Female;0;0;30; United-States
945;34; Private;33117; Some-college;10; Married-civ-spouse; Other-service; Husband; White; Male;0;0;40; United-States
946;23; Private;129042; HS-grad;9; Never-married; Machine-op-inspct; Unmarried; Black; Female;0;0;40; United-States
947;56; Private;169133; HS-grad;9; Married-civ-spouse; Other-service; Husband; White; Male;0;0;50; Yugoslavia
948;45; Private;368561; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;55; United-States
949;48; Private;207848; 10th;6; Married-civ-spouse; Adm-clerical; Wife; White; Female;0;0;40; United-States
950;48; Self-emp-inc;138370; Masters;14; Married-spouse-absent; Sales; Not-in-family; Asian-Pac-Islander; Male;0;0;50; India
951;31; Private;93106; Assoc-voc;11; Never-married; Adm-clerical; Not-in-family; White; Female;0;0;40; United-States
952;20; State-gov;223515; Assoc-acdm;12; Never-married; Other-service; Own-child; White; Male;0;1719;20; United-States
953;27; Private;389713; Some-college;10; Never-married; Sales; Not-in-family; White; Male;0;0;40; United-States
954;32; Private;206365; HS-grad;9; Never-married; Other-service; Not-in-family; Black; Female;0;0;40; United-States
955;37; Private;123785; HS-grad;9; Never-married; Other-service; Not-in-family; White; Male;0;0;75; United-States
956;34; Private;289984; HS-grad;9; Divorced; Priv-house-serv; Unmarried; Black; Female;0;0;30; United-States
957;90; Private;137018; HS-grad;9; Never-married; Other-service; Not-in-family; White; Female;0;0;40; United-States
958;23; Private;137994; Some-college;10; Never-married; Machine-op-inspct; Own-child; Black; Female;0;0;40; United-States
959;43; Private;341204; Some-college;10; Divorced; Adm-clerical; Not-in-family; White; Female;0;0;40; United-States
960;44; Private;167005; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; White; Male;7688;0;60; United-States
961;24; Private;34446; Some-college;10; Never-married; Tech-support; Not-in-family; White; Female;0;0;37; United-States
962;28; Private;187160; Prof-school;15; Divorced; Prof-specialty; Unmarried; White; Male;0;0;55; United-States
963;23; Private;217961; Some-college;10; Married-civ-spouse; Other-service; Husband; White; Male;0;0;40; United-States
964;20; Private;74631; Some-college;10; Never-married; Sales; Not-in-family; White; Female;0;0;50; United-States
965;36; Private;156667; Bachelors;13; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;1902;50; United-States
